"protein","entry_name","description","family","gene_symbol","expression_tissue"
"P18433","PTPRA_HUMAN","Receptor-type tyrosine-protein phosphatase alpha","Catalytic receptors","PTPRA","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P18507","GBRG2_HUMAN","Gamma-aminobutyric acid receptor subunit gamma-2 receptor subunit gamma-2","Ion-channels","GABRG2","brain\eye"
"P18564","ITB6_HUMAN","Integrin beta-6","Catalytic receptors","ITGB6","BAT\eye\GAT\heart\Kidney\lung\MAT\Muscle\Pancreas\prostate\skin\SmallIntestine\Stomach\thymus\tongue\Ub"
"P18577","RHCE_HUMAN","Blood group Rh polypeptide","Other TMPs","RHCE",""
"P18627","LAG3_HUMAN","Lymphocyte activation gene 3 protein","Other TMPs","LAG3","brain\MAT\SCAT\skin\SmallIntestine\Spleen\thymus"
"P18825","ADA2C_HUMAN","Alpha-2C adrenergic receptor","GPCR","ADRA2C","brain\eye\Kidney\prostate"
"P18827","SDC1_HUMAN","Syndecan-1","Other TMPs","SDC1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P18850","ATF6A_HUMAN","Cyclic AMP-dependent transcription factor ATF-6 alpha","Other TMPs","ATF6","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"P19021","AMD_HUMAN","Peptidyl-glycine alpha-amidating monooxygenase","Other TMPs","PAM","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P19022","CADH2_HUMAN","Cadherin-2","Other TMPs","CDH2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P19075","TSN8_HUMAN","Tetraspanin-8","Other TMPs","TSPAN8","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P19224","UD16_HUMAN","UDP-glucuronosyltransferase 1A6","Other TMPs","UGT1A6",""
"P19235","EPOR_HUMAN","Erythropoietin receptor","Catalytic receptors","EPOR","Spleen"
"P19256","LFA3_HUMAN","Lymphocyte function-associated antigen 3","Other TMPs","CD58",""
"P19320","VCAM1_HUMAN","Vascular cell adhesion protein 1","Other TMPs","VCAM1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P19397","CD53_HUMAN","Leukocyte surface antigen CD53","Other TMPs","CD53",""
"P19438","TNR1A_HUMAN","Tumor necrosis factor receptor superfamily member 1A","Catalytic receptors","TNFRSF1A","Ad\BAT\brain\eye\GAT\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P19440","GGT1_HUMAN","Glutathione hydrolase 1 proenzyme","Other TMPs","GGT1","Ad\BAT\brain\eye\GAT\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P19526","FUT1_HUMAN","Galactoside alpha--fucosyltransferase 1FT 1-fucosyltransferase FUT1-fucosyltransferase FUT1","Other TMPs","FUT1","Pancreas\skin\SmallIntestine\thymus"
"P19634","SL9A1_HUMAN","Sodium/hydrogen exchanger 1/H antiporter, amiloride-sensitive/H exchanger 1","Transporter","SLC9A1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P20020","AT2B1_HUMAN","Plasma membrane calcium-transporting ATPase 1","Transporter","ATP2B1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P20023","CR2_HUMAN","Complement receptor type 2","Other TMPs","CR2",""
"P20036","DPA1_HUMAN","HLA class II histocompatibility antigen, DP alpha 1 chain","Other TMPs","HLA-DPA1",""
"P20138","CD33_HUMAN","Myeloid cell surface antigen CD33","Other TMPs","CD33","brain\GAT\lung\MAT\SCAT\skin\SmallIntestine\Spleen\testis\thymus"
"P20273","CD22_HUMAN","B-cell receptor CD22","Other TMPs","CD22","liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus"
"P20292","AL5AP_HUMAN","Arachidonate 5-lipoxygenase-activating protein","Other TMPs","ALOX5AP","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P20309","ACM3_HUMAN","Muscarinic acetylcholine receptor M3","GPCR","CHRM3","Ad\brain\eye\GAT\Kidney\lung\MAT\Pancreas\prostate\SCAT\SmallIntestine\Spleen\Stomach\tongue\Ub"
"P20333","TNR1B_HUMAN","Tumor necrosis factor receptor superfamily member 1B","Catalytic receptors","TNFRSF1B","Ad\BAT\brain\GAT\heart\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"P20594","ANPRB_HUMAN","Atrial natriuretic peptide receptor 2","Catalytic receptors","NPR2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P20645","MPRD_HUMAN","Cation-dependent mannose-6-phosphate receptor","Transporter","M6PR","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P20648","ATP4A_HUMAN","Potassium-transporting ATPase alpha chain 1/K ATPase subunit alpha","Transporter","ATP4A","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P20701","ITAL_HUMAN","Integrin alpha-L","Catalytic receptors","ITGAL","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P20702","ITAX_HUMAN","Integrin alpha-X","Catalytic receptors","ITGAX","Ad\BAT\eye\GAT\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P20916","MAG_HUMAN","Myelin-associated glycoprotein","Other TMPs","MAG","BAT\brain\eye\lung\Muscle\prostate\SCAT\skin\tongue"
"P20963","CD3Z_HUMAN","T-cell surface glycoprotein CD3 zeta chain","Other TMPs","CD247","BAT\GAT\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\thymus\Ub"
"P21145","MAL_HUMAN","Myelin and lymphocyte protein","Other TMPs","MAL",""
"P21217","FUT3_HUMAN","3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3","Other TMPs","FUT3",""
"P21397","AOFA_HUMAN","Amine oxidase A","Other TMPs","MAOA","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P21439","MDR3_HUMAN","Phosphatidylcholine translocator ABCB4","Transporter","ABCB4","Ad\BAT\brain\eye\heart\Kidney\liver\MAT\Muscle\SCAT\skin\Spleen\thymus\tongue"
"P21452","NK2R_HUMAN","Substance-K receptor","GPCR","TACR2","Ad\SmallIntestine\Stomach"
"P21453","S1PR1_HUMAN","Sphingosine 1-phosphate receptor 1","GPCR","S1PR1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P21462","FPR1_HUMAN","fMet-Leu-Phe receptor","GPCR","FPR1","liver\lung\Spleen\Stomach\thymus"
"P21554","CNR1_HUMAN","Cannabinoid receptor 1","GPCR","CNR1","Ad\brain\eye\SCAT\SmallIntestine\Stomach"
"P21579","SYT1_HUMAN","Synaptotagmin-1","Other TMPs","SYT1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P21583","SCF_HUMAN","Kit ligand","Other TMPs","KITLG",""
"P21709","EPHA1_HUMAN","Ephrin type-A receptor 1","Catalytic receptors","EPHA1","eye\GAT\Kidney\liver\lung\MAT\Pancreas\prostate\skin\SmallIntestine\Stomach\thymus\tongue\Ub"
"P21728","DRD1_HUMAN","D dopamine receptor","GPCR","DRD1","brain\eye"
"P21730","C5AR1_HUMAN","C5a anaphylatoxin chemotactic receptor 1","GPCR","C5AR1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P21731","TA2R_HUMAN","Thromboxane A2 receptor","GPCR","TBXA2R","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"P21754","ZP3_HUMAN","Zona pellucida sperm-binding protein 3","Other TMPs","ZP3","testis\thymus"
"P21757","MSRE_HUMAN","Macrophage scavenger receptor types I and II","Other TMPs","MSR1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P21796","VDAC1_HUMAN","Non-selective voltage-gated ion channel VDAC1","Transporter","VDAC1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P21802","FGFR2_HUMAN","Fibroblast growth factor receptor 2","Catalytic receptors","FGFR2",""
"P21817","RYR1_HUMAN","Ryanodine receptor 1","Ion-channels","RYR1","BAT\brain\eye\GAT\heart\lung\Muscle\Pancreas\prostate\SCAT\skin\Spleen\Stomach\tongue"
"P21854","CD72_HUMAN","B-cell differentiation antigen CD72","Other TMPs","CD72","Ad\BAT\brain\GAT\heart\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"P21860","ERBB3_HUMAN","Receptor tyrosine-protein kinase erbB-3","Catalytic receptors","ERBB3","brain\Kidney\liver\lung\Pancreas\prostate\skin\SmallIntestine\Stomach\thymus\Ub"
"P21917","DRD4_HUMAN","D dopamine receptor dopamine receptor","GPCR","DRD4","eye\testis"
"P21918","DRD5_HUMAN","D dopamine receptor dopamine receptor","GPCR","DRD5","brain"
"P21926","CD9_HUMAN","CD9 antigen","Other TMPs","CD9","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P21964","COMT_HUMAN","Catechol O-methyltransferase","Other TMPs","COMT","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P22001","KCNA3_HUMAN","Potassium voltage-gated channel subfamily A member 3 channel HuKIII","Ion-channels","KCNA3","brain\eye\lung\SmallIntestine\Spleen\thymus"
"P22083","FUT4_HUMAN","Alpha--fucosyltransferase 4","Other TMPs","FUT4","lung\MAT\prostate\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"P22223","CADH3_HUMAN","Cadherin-3","Other TMPs","CDH3","brain\eye\GAT\Kidney\liver\lung\MAT\prostate\skin\Spleen\Stomach\testis\thymus\tongue\Ub"
"P22309","UD11_HUMAN","UDP-glucuronosyltransferase 1A1","Other TMPs","UGT1A1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Pancreas\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\tongue\Ub"
"P22310","UD14_HUMAN","UDP-glucuronosyltransferase 1A4","Other TMPs","UGT1A4",""
"P22413","ENPP1_HUMAN","Ectonucleotide pyrophosphatase/phosphodiesterase family member 1","Other TMPs","ENPP1",""
"P22455","FGFR4_HUMAN","Fibroblast growth factor receptor 4","Catalytic receptors","FGFR4",""
"P22459","KCNA4_HUMAN","Potassium voltage-gated channel subfamily A member 4 channel HuKII","Ion-channels","KCNA4","Ad\BAT\brain\eye\heart\lung\MAT\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\tongue\Ub"
"P22460","KCNA5_HUMAN","Potassium voltage-gated channel subfamily A member 5","Ion-channels","KCNA5","brain\eye\SCAT\Spleen\thymus"
"P22607","FGFR3_HUMAN","Fibroblast growth factor receptor 3","Catalytic receptors","FGFR3",""
"P22680","CP7A1_HUMAN","Cytochrome P450 7A1","Other TMPs","CYP7A1","liver\testis"
"P22732","GTR5_HUMAN","Solute carrier family 2, facilitated glucose transporter member 5","Transporter","SLC2A5","Ad\BAT\brain\GAT\Kidney\MAT\prostate\SCAT\skin\SmallIntestine\Spleen\testis\thymus"
"P22760","AAAD_HUMAN","Arylacetamide deacetylase","Other TMPs","AADAC","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Pancreas\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\tongue\Ub"
"P22794","EVI2A_HUMAN","Protein EVI2A","Other TMPs","EVI2A","Ad\BAT\brain\GAT\lung\MAT\Muscle\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P22888","LSHR_HUMAN","Lutropin-choriogonadotropic hormone receptor","GPCR","LHCGR","testis"
"P22897","MRC1_HUMAN","Macrophage mannose receptor 1","Other TMPs","MRC1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P23229","ITA6_HUMAN","Integrin alpha-6","Catalytic receptors","ITGA6","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P23276","KELL_HUMAN","Kell blood group glycoprotein","Other TMPs","KEL","Ad\BAT\eye\GAT\lung\MAT\prostate\SCAT\skin\Spleen\testis\thymus\tongue\Ub"
"P23415","GLRA1_HUMAN","Glycine receptor subunit alpha-1","Ion-channels","GLRA1","brain\eye"
"P23416","GLRA2_HUMAN","Glycine receptor subunit alpha-2","Ion-channels","GLRA2","brain\eye"
"P23467","PTPRB_HUMAN","Receptor-type tyrosine-protein phosphatase beta","Catalytic receptors","PTPRB","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P23468","PTPRD_HUMAN","Receptor-type tyrosine-protein phosphatase delta","Catalytic receptors","PTPRD","Ad\BAT\brain\eye\GAT\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P23469","PTPRE_HUMAN","Receptor-type tyrosine-protein phosphatase epsilon","Catalytic receptors","PTPRE","Ad\BAT\brain\eye\GAT\heart\Kidney\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P23470","PTPRG_HUMAN","Receptor-type tyrosine-protein phosphatase gamma","Catalytic receptors","PTPRG",""
"P23471","PTPRZ_HUMAN","Receptor-type tyrosine-protein phosphatase zeta","Catalytic receptors","PTPRZ1","Ad\brain\eye\lung\prostate\skin\Stomach\thymus\tongue\Ub"
"P23510","TNFL4_HUMAN","Tumor necrosis factor ligand superfamily member 4","Other TMPs","TNFSF4",""
"P23634","AT2B4_HUMAN","Plasma membrane calcium-transporting ATPase 4","Transporter","ATP2B4","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P23763","VAMP1_HUMAN","Vesicle-associated membrane protein 1","Other TMPs","VAMP1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P23942","PRPH2_HUMAN","Peripherin-2","Other TMPs","PRPH2","eye\Stomach\testis\Ub"
"P23945","FSHR_HUMAN","Follicle-stimulating hormone receptor","GPCR","FSHR",""
"P23975","SC6A2_HUMAN","Sodium-dependent noradrenaline transporter","Transporter","SLC6A2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\tongue\Ub"
"P24046","GBRR1_HUMAN","Gamma-aminobutyric acid receptor subunit rho-1 receptor subunit rho-1 receptor","Ion-channels","GABRR1","eye"
"P24071","FCAR_HUMAN","Immunoglobulin alpha Fc receptor","Other TMPs","FCAR",""
"P24310","CX7A1_HUMAN","Cytochrome c oxidase subunit 7A1, mitochondrial","Other TMPs","COX7A1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P24311","COX7B_HUMAN","Cytochrome c oxidase subunit 7B, mitochondrial","Other TMPs","COX7B","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\tongue\Ub"
"P24390","ERD21_HUMAN","ER lumen protein-retaining receptor 1","Transporter","KDELR1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P24394","IL4RA_HUMAN","Interleukin-4 receptor subunit alpha","Catalytic receptors","IL4R",""
"P24530","EDNRB_HUMAN","Endothelin receptor type B","GPCR","EDNRB","Ad\BAT\brain\eye\GAT\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\tongue"
"P24557","THAS_HUMAN","Thromboxane-A synthase","Other TMPs","TBXAS1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P25024","CXCR1_HUMAN","C-X-C chemokine receptor type 1","GPCR","CXCR1",""
"P25025","CXCR2_HUMAN","C-X-C chemokine receptor type 2","GPCR","CXCR2","lung\MAT\SCAT\Spleen"
"P25090","FPR2_HUMAN","N-formyl peptide receptor 2","GPCR","FPR2","lung\SCAT\skin\Spleen"
"P25092","GUC2C_HUMAN","Guanylyl cyclase C","Catalytic receptors","GUCY2C","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P25100","ADA1D_HUMAN","Alpha-1D adrenergic receptor","GPCR","ADRA1D",""
"P25101","EDNRA_HUMAN","Endothelin-1 receptor","GPCR","EDNRA","Ad\BAT\eye\GAT\heart\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P25103","NK1R_HUMAN","Substance-P receptor","GPCR","TACR1","brain\eye\MAT\skin\SmallIntestine\Spleen\Stomach\thymus"
"P25105","PTAFR_HUMAN","Platelet-activating factor receptor","GPCR","PTAFR","BAT\GAT\liver\lung\MAT\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\tongue\Ub"
"P25106","ACKR3_HUMAN","Atypical chemokine receptor 3","GPCR","ACKR3","Ad\BAT\brain\eye\GAT\heart\Kidney\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P25116","PAR1_HUMAN","Proteinase-activated receptor 1","GPCR","F2R","Ad\brain\eye\GAT\heart\Kidney\liver\lung\MAT\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\Ub"
"P25189","MYP0_HUMAN","Myelin protein P0","Other TMPs","MPZ",""
"P25445","TNR6_HUMAN","Tumor necrosis factor receptor superfamily member 6","Catalytic receptors","FAS","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P25874","UCP1_HUMAN","Mitochondrial brown fat uncoupling protein 1","Ion-channels","UCP1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\prostate\SCAT\skin\Stomach\thymus\tongue\Ub"
"P25929","NPY1R_HUMAN","Neuropeptide Y receptor type 1","GPCR","NPY1R","BAT\brain\Kidney\lung\MAT\SCAT\skin\Spleen\thymus\Ub"
"P25942","TNR5_HUMAN","Tumor necrosis factor receptor superfamily member 5","Catalytic receptors","CD40","Ad\BAT\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P26006","ITA3_HUMAN","Integrin alpha-3","Catalytic receptors","ITGA3","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P26010","ITB7_HUMAN","Integrin beta-7","Catalytic receptors","ITGB7","Ad\GAT\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\Ub"
"P26012","ITB8_HUMAN","Integrin beta-8","Catalytic receptors","ITGB8","Ad\brain\eye\Kidney\MAT\Pancreas\prostate\skin\thymus\Ub"
"P26439","3BHS2_HUMAN","3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2","Other TMPs","HSD3B2","Ad\Kidney\liver\SmallIntestine\testis"
"P26572","MGAT1_HUMAN","Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","Other TMPs","MGAT1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P26678","PPLA_HUMAN","Phospholamban","Other TMPs","PLN","BAT\eye\GAT\heart\Kidney\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P26715","NKG2A_HUMAN","NKG2-A/NKG2-B type II integral membrane protein","Other TMPs","KLRC1",""
"P26717","NKG2C_HUMAN","NKG2-C type II integral membrane protein","Other TMPs","KLRC2",""
"P26718","NKG2D_HUMAN","NKG2-D type II integral membrane protein","Other TMPs","KLRK1","Ad\MAT\SCAT\skin\Spleen\thymus"
"P26842","CD27_HUMAN","CD27 antigen","Catalytic receptors","CD27","lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\testis\thymus"
"P26951","IL3RA_HUMAN","Interleukin-3 receptor subunit alpha","Catalytic receptors","IL3RA","Ad\BAT\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\Spleen\Stomach\testis\thymus\tongue\Ub"
"P27037","AVR2A_HUMAN","Activin receptor type-2A","Catalytic receptors","ACVR2A","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P27338","AOFB_HUMAN","Amine oxidase B","Other TMPs","MAOB","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P27449","VATL_HUMAN","V-type proton ATPase 16 kDa proteolipid subunit c","Transporter","ATP6V0C","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P27487","DPP4_HUMAN","Dipeptidyl peptidase 4","Other TMPs","DPP4","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P27544","CERS1_HUMAN","Ceramide synthase 1","Other TMPs","CERS1","Ad\brain\eye\Muscle\skin"
"P27701","CD82_HUMAN","CD82 antigen","Other TMPs","CD82","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P27824","CALX_HUMAN","Calnexin","Other TMPs","CANX","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"P27930","IL1R2_HUMAN","Interleukin-1 receptor type 2","Catalytic receptors","IL1R2","BAT\eye\lung\MAT\Muscle\prostate\SCAT\skin\SmallIntestine\Spleen\thymus\Ub"
"P28067","DMA_HUMAN","HLA class II histocompatibility antigen, DM alpha chain","Other TMPs","HLA-DMA",""
"P28068","DMB_HUMAN","HLA class II histocompatibility antigen, DM beta chain","Other TMPs","HLA-DMB",""
"P28221","5HT1D_HUMAN","5-hydroxytryptamine receptor 1D","GPCR","HTR1D",""
"P28222","5HT1B_HUMAN","5-hydroxytryptamine receptor 1B","GPCR","HTR1B","brain"
"P28223","5HT2A_HUMAN","5-hydroxytryptamine receptor 2A","GPCR","HTR2A","brain\Spleen"
"P28288","ABCD3_HUMAN","ATP-binding cassette sub-family D member 3","Transporter","ABCD3","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
